0,2,4
2142,12,4
2143,13,20
2144,0,11
2145,5,6
2146,16,20
2147,12,20
2148,13,11
2149,5,20
2150,16,6
2151,15,7
2152,16,8
2153,2,20
2154,16,3
2155,16,12
2156,3,4
2157,2,6
2158,15,4
2159,16,15
2160,17,21
2161,16,6
2162,7,6
2163,5,17
2164,7,19
2165,16,12
2166,15,20
2167,15,12
2168,20,18
2169,13,20
2170,2,20
2171,12,2
2172,16,12
2173,13,0
2174,3,16
2175,5,8
2176,15,9
2177,12,4
2178,16,13
2179,7,17
2180,13,5
2181,2,12
2182,4,5
2183,1,21
2184,8,6
2185,3,17
2186,16,11
2187,4,20
2188,17,12
2189,11,4
2190,14,13
2191,20,3
2192,18,5
2193,1,5
2194,5,18
2195,15,8
2196,6,12
2197,5,2
2198,18,12
2199,12,5
2200,17,9
2201,4,7
2202,1,18
2203,17,3
2204,6,16
2205,11,16
2206,16,5
2207,12,18
2208,11,16
2209,2,15
2210,12,6
2211,2,4
2212,4,10
2213,18,5
2214,20,5
2215,12,5
2216,11,12
2217,11,17
2218,12,11
2219,13,4
2220,12,5
2221,5,20
2222,3,2
2223,13,12
2224,6,12
2225,20,16
2226,2,8
2227,8,6
2228,4,10
2229,12,18
2230,11,12
2231,8,13
2232,5,16
2233,1,12
2234,21,4
2235,16,11
2236,17,10
2237,6,21
2238,18,2
2239,6,16
2240,17,13
2241,5,13
2242,12,5
2243,6,12
2244,15,7
2245,12,5
2246,15,17
2247,3,16
2248,17,2
2249,20,3
2250,16,10
2251,17,5
2252,4,10
2253,6,17
2254,8,12
2255,12,11
2256,5,3
2257,6,4
2258,16,6
2259,11,6
2260,18,15
2261,15,20
2262,5,13
2263,15,20
2264,4,7
2265,3,4
2266,6,11
2267,12,11
2268,2,5
2269,5,15
2270,12,14
2271,6,16
2272,13,20
2273,17,6
2274,15,4
2275,17,12
2276,17,5
2277,20,12
2278,6,15
2279,14,18
2280,17,4
2281,5,16
2282,0,2
2283,12,18
2284,20,6
2285,18,15
2286,1,16
2287,5,4
2288,16,4
2289,13,20
2290,7,16
2291,4,20
2292,12,5
2293,17,0
2294,1,6
2295,12,20
2296,12,11
2297,2,15
2298,21,5
2299,6,18
2300,16,12
2301,21,2
2302,20,17
2303,20,5
2304,8,12
2305,8,20
2306,13,5
2307,15,5
2308,13,10
2309,6,9
2310,12,1
2311,13,6
2312,16,2
2313,7,12
2314,3,16
2315,5,15
2316,10,16
2317,6,0
2318,17,5
2319,2,3
2320,15,4
2321,4,15
2322,5,8
2323,17,6
2324,5,1
2325,7,12
2326,17,18
2327,15,8
2328,4,17
2329,17,5
2330,6,8
2331,13,18
2332,8,20
2333,5,20
2334,12,16
2335,20,11
2336,20,2
2337,15,5
2338,12,2
2339,6,17
2340,5,6
2341,4,17
2342,2,1
2343,12,20
2344,12,4
2345,12,18
2346,6,8
2347,9,16
2348,16,5
2349,5,18
2350,5,16
2351,18,4
2352,6,15
2353,10,12
2354,4,9
2355,11,16
2356,4,15
2357,4,3
2358,12,16
2359,17,18
2360,10,13
2361,17,15
2362,12,5
2363,11,17
2364,12,16
2365,12,4
2366,17,16
2367,2,12
2368,20,16
2369,1,7
2370,9,10
2371,4,16
2372,15,6
2373,13,15
2374,7,6
2375,4,5
2376,4,3
2377,5,12
2378,6,5
2379,7,12
2380,20,6
2381,1,13
2382,17,16
2383,19,12
2384,17,5
2385,20,8
2386,6,10
2387,18,10
2388,16,14
2389,16,11
2390,12,6
2391,18,5
2392,17,5
2393,10,12
2394,18,13
2395,3,12
2396,6,16
2397,12,6
2398,19,5
2399,8,11
2400,13,20
2401,20,17
2402,5,6
2403,17,12
2404,2,13
2405,2,13
2406,5,17
2407,4,5
2408,12,17
2409,5,4
2410,7,4
2411,5,4
2412,5,10
2413,10,15
2414,13,4
2415,12,16
2416,5,12
2417,16,15
2418,12,16
2419,19,12
2420,7,16
2421,17,9
2422,10,15
2423,20,16
2424,2,3
2425,12,4
2426,16,18
2427,15,12
2428,16,10
2429,20,12
2430,5,4
2431,16,18
2432,21,17
2433,20,5
2434,8,20
2435,6,2
2436,1,13
2437,20,13
2438,7,2
2439,12,15
2440,18,3
2441,2,12
2442,1,2
2443,20,4
2444,9,17
2445,7,5
2446,2,1
2447,1,6
2448,17,12
2449,12,17
2450,1,4
2451,17,21
2452,8,21
2453,16,12
2454,20,7
2455,4,15
2456,17,5
2457,16,18
2458,16,5
2459,15,17
2460,16,18
2461,2,3
2462,16,12
2463,15,17
2464,5,2
2465,11,1
2466,4,15
2467,2,4
2468,3,15
2469,16,6
2470,5,17
2471,6,15
2472,20,17
2473,7,6
2474,1,16
2475,20,12
2476,15,18
2477,5,15
2478,20,3
2479,16,20
2480,13,12
2481,16,11
2482,4,5
2483,4,10
2484,15,6
2485,21,20
2486,6,5
2487,2,20
2488,15,16
2489,15,5
2490,13,9
2491,6,12
2492,6,17
2493,12,16
2494,20,12
2495,10,5
2496,20,12
2497,20,12
2498,4,5
2499,6,17
2500,16,8
2501,13,5
2502,20,5
2503,6,5
2504,17,16
2505,5,20
2506,15,18
2507,6,5
2508,17,5
2509,18,12
2510,15,17
2511,17,11
2512,11,17
2513,2,17
2514,4,15
2515,4,11
2516,2,17
2517,3,6
2518,0,2
2519,16,15
2520,5,17
2521,10,5
2522,7,13
2523,13,2
2524,15,16
2525,15,17
2526,12,6
2527,16,4
2528,5,6
2529,20,16
2530,11,21
2531,9,15
2532,6,16
2533,18,17
2534,16,2
2535,16,4
2536,16,20
2537,13,17
2538,12,10
2539,12,4
2540,5,12
2541,12,16
2542,20,12
2543,17,10
2544,21,6
2545,15,16
2546,11,2
2547,6,13
2548,6,16
2549,16,13
2550,17,6
2551,3,17
2552,3,4
2553,8,3
2554,12,5
2555,13,6
2556,6,20
2557,20,2
2558,12,6
2559,10,4
2560,12,11
2561,12,16
2562,12,16
2563,10,16
2564,6,16
2565,12,8
2566,11,4
2567,20,16
2568,14,10
2569,15,20
2570,4,15
2571,6,18
2572,15,16
2573,6,17
2574,4,15
2575,2,12
2576,13,16
2577,5,2
2578,10,16
2579,16,1
2580,12,6
2581,3,9
2582,16,13
2583,5,12
2584,4,12
2585,3,5
2586,11,18
2587,3,16
2588,2,17
2589,16,8
2590,20,4
2591,13,12
2592,5,18
2593,9,13
2594,20,1
2595,12,17
2596,5,1
2597,6,2
2598,6,20
2599,16,13
2600,12,20
2601,5,12
2602,8,18
2603,5,20
2604,6,16
2605,9,0
2606,20,16
2607,12,16
2608,2,4
2609,5,1
2610,21,5
2611,18,16
2612,4,16
2613,12,21
2614,15,16
2615,19,12
2616,18,7
2617,12,17
2618,5,13
2619,16,12
2620,20,18
2621,17,9
2622,12,6
2623,6,19
2624,12,8
2625,4,12
2626,13,16
2627,20,8
2628,17,4
2629,13,17
2630,16,1
2631,8,16
2632,20,16
2633,8,6
2634,20,16
2635,10,16
2636,17,15
2637,14,11
2638,1,7
2639,11,3
2640,15,16
2641,21,10
2642,4,16
2643,12,2
2644,11,20
2645,17,8
2646,17,20
2647,6,16
2648,14,5
2649,20,13
2650,12,5
2651,16,4
2652,12,2
2653,5,20
2654,1,5
2655,13,8
2656,6,20
2657,10,20
2658,18,1
2659,4,21
2660,11,1
2661,16,12
2662,17,15
2663,14,2
2664,6,12
2665,16,5
2666,4,11
2667,4,20
2668,18,13
2669,13,16
2670,6,5
2671,17,13
2672,4,16
2673,16,13
2674,17,5
2675,2,15
2676,5,15
2677,20,17
2678,1,13
2679,6,16
2680,16,11
2681,15,2
2682,2,16
2683,15,6
2684,16,6
2685,6,16
2686,4,2
2687,17,20
2688,4,18
2689,4,18
2690,16,17
2691,12,5
2692,20,17
2693,3,16
2694,5,15
2695,17,15
2696,5,20
2697,2,13
2698,13,0
2699,13,17
2700,5,20
2701,9,16
2702,7,16
2703,8,16
2704,6,11
2705,7,5
2706,5,13
2707,3,15
2708,13,2
2709,5,18
2710,6,17
2711,21,11
2712,5,2
2713,13,3
2714,13,9
2715,0,19
2716,9,13
2717,18,13
2718,4,10
2719,5,17
2720,3,4
2721,5,4
2722,1,10
2723,13,16
2724,5,4
2725,5,6
2726,17,6
2727,11,6
2728,14,13
2729,6,17
2730,21,15
2731,11,5
2732,12,16
2733,3,12
2734,10,18
2735,6,20
2736,12,16
2737,8,20
2738,5,17
2739,5,3
2740,17,16
2741,18,2
2742,6,4
2743,8,6
2744,11,16
2745,12,16
2746,16,6
2747,6,4
2748,18,5
2749,11,21
2750,13,11
2751,20,12
2752,3,8
2753,4,17
2754,4,12
2755,17,21
2756,6,5
2757,2,4
2758,6,7
2759,18,4
2760,9,17
2761,9,20
2762,8,16
2763,12,16
2764,5,11
2765,16,13
2766,16,8
2767,12,14
2768,5,20
2769,5,17
2770,2,12
2771,10,15
2772,12,13
2773,14,2
2774,13,12
2775,6,11
2776,5,16
2777,16,7
2778,15,12
2779,3,21
2780,17,16
2781,16,20
2782,12,3
2783,13,17
2784,8,3
2785,4,5
2786,11,9
2787,17,16
2788,6,15
2789,16,15
2790,6,14
2791,3,16
2792,15,8
2793,6,12
2794,8,10
2795,2,6
2796,16,21
2797,5,1
2798,11,13
2799,2,17
2800,20,5
2801,3,2
2802,15,6
2803,11,16
2804,11,5
2805,11,21
2806,13,7
2807,8,20
2808,17,6
2809,5,8
2810,14,16
2811,17,13
2812,11,1
2813,13,20
2814,7,6
2815,4,1
2816,6,15
2817,12,16
2818,18,11
2819,20,16
2820,4,13
2821,16,6
2822,18,2
2823,14,12
2824,17,20
2825,1,16
2826,4,2
2827,12,16
2828,6,16
2829,20,6
2830,13,4
2831,12,4
2832,16,11
2833,5,16
2834,13,16
2835,16,5
2836,16,17
2837,12,14
2838,5,0
2839,11,12
2840,7,12
2841,20,12
2842,5,13
2843,5,15
2844,18,2
2845,5,10
2846,5,1
2847,17,14
2848,5,12
2849,13,5
2850,20,7
2851,4,13
2852,6,17
2853,18,20
2854,17,15
2855,2,3
2856,20,18
2857,15,5
2858,9,16
2859,6,11
2860,5,11
2861,16,13
2862,16,8
2863,17,20
2864,1,5
2865,6,3
2866,0,16
2867,20,1
2868,20,7
2869,17,5
2870,17,15
2871,3,15
2872,18,16
2873,20,11
2874,11,17
2875,13,16
2876,6,17
2877,6,17
2878,5,20
2879,18,17
2880,4,8
2881,4,14
2882,6,20
2883,17,12
2884,13,2
2885,13,16
2886,12,5
2887,15,1
2888,16,4
2889,12,2
2890,17,13
2891,6,2
2892,21,20
2893,4,10
2894,12,16
2895,12,18
2896,16,13
2897,16,17
2898,2,6
2899,8,18
2900,16,5
2901,5,2
2902,16,2
2903,20,6
2904,17,5
2905,14,8
2906,10,13
2907,20,16
2908,6,7
2909,6,4
2910,12,16
2911,10,12
2912,17,16
2913,20,10
2914,0,16
2915,13,12
2916,2,15
2917,16,15
2918,20,12
2919,5,20
2920,4,5
2921,17,15
2922,8,12
2923,11,5
2924,4,16
2925,16,17
2926,16,20
2927,6,20
2928,2,16
2929,16,12
2930,12,3
2931,11,6
2932,20,5
2933,16,11
2934,20,6
2935,15,2
2936,5,12
2937,15,20
2938,2,18
2939,6,8
2940,17,6
2941,16,12
2942,17,16
2943,16,8
2944,20,17
2945,20,11
2946,12,2
2947,6,20
2948,2,6
2949,4,11
2950,13,16
2951,11,16
2952,20,15
2953,6,12
2954,20,15
2955,11,8
2956,6,5
2957,6,17
2958,8,17
2959,11,12
2960,20,6
2961,10,11
2962,8,17
2963,12,17
2964,17,11
2965,9,18
2966,12,20
2967,12,1
2968,9,5
2969,17,12
2970,2,5
2971,18,8
2972,10,2
2973,17,20
2974,12,11
2975,16,4
2976,4,6
2977,17,20
2978,15,6
2979,18,11
2980,12,18
2981,6,16
2982,16,12
2983,17,11
2984,11,12
2985,2,10
2986,20,5
2987,5,4
2988,16,20
2989,1,17
2990,17,5
2991,3,5
2992,20,17
2993,8,15
2994,13,4
2995,20,4
2996,6,13
2997,13,4
2998,5,15
2999,5,8
3000,15,5
3001,18,6
3002,12,13
3003,18,20
3004,16,6
3005,2,20
3006,17,2
3007,2,17
3008,20,12
3009,1,12
3010,17,16
3011,20,5
3012,15,20
3013,6,16
3014,4,2
3015,16,2
3016,16,5
3017,6,12
3018,0,16
3019,4,5
3020,12,7
3021,10,17
3022,17,20
3023,5,16
3024,6,16
3025,16,7
3026,4,8
3027,13,8
3028,2,4
3029,12,2
3030,2,20
3031,19,1
3032,2,18
3033,5,6
3034,4,21
3035,5,2
3036,7,1
3037,16,12
3038,6,15
3039,5,17
3040,2,16
3041,6,12
3042,18,4
3043,18,20
3044,5,20
3045,17,12
3046,19,17
3047,8,16
3048,4,6
3049,16,2
3050,2,16
3051,6,9
3052,16,20
3053,12,10
3054,12,21
3055,4,2
3056,12,2
3057,6,9
3058,18,13
3059,2,16
3060,18,11
3061,12,18
3062,9,4
3063,4,5
3064,16,12
3065,5,12
3066,5,17
3067,12,15
3068,2,12
3069,20,6
3070,8,17
3071,5,6
3072,2,20
3073,15,18
3074,16,5
3075,16,5
3076,9,6
3077,7,6
3078,18,17
3079,6,17
3080,4,16
3081,16,8
3082,11,20
3083,2,4
3084,15,13
3085,2,16
3086,4,12
3087,14,5
3088,20,12
3089,20,16
3090,17,11
3091,20,5
3092,2,6
3093,12,2
3094,16,5
3095,6,12
3096,4,5
3097,8,17
3098,1,12
3099,5,16
3100,13,16
3101,5,6
3102,18,16
3103,16,5
3104,6,16
3105,17,3
3106,4,6
3107,5,15
3108,19,17
3109,11,12
3110,15,4
3111,11,16
3112,15,17
3113,15,2
3114,8,20
3115,9,4
3116,18,17
3117,17,3
3118,10,1
3119,13,20
3120,20,5
3121,13,16
3122,16,20
3123,16,20
3124,15,14
3125,2,12
3126,20,16
3127,15,16
3128,4,5
3129,11,5
3130,16,12
3131,6,15
3132,1,20
3133,17,16
3134,8,16
3135,20,16
3136,3,10
3137,16,20
3138,15,4
3139,9,17
3140,20,6
3141,5,2
3142,13,2
3143,1,8
3144,16,20
3145,17,4
3146,9,5
3147,17,6
3148,17,20
3149,12,16
3150,4,17
3151,15,20
3152,16,9
3153,9,16
3154,7,11
3155,12,20
3156,13,5
3157,9,13
3158,15,17
3159,4,19
3160,13,5
3161,18,20
3162,16,15
3163,15,5
3164,6,17
3165,6,1
3166,11,4
3167,0,12
3168,4,9
3169,6,17
3170,8,17
3171,12,2
3172,11,17
3173,6,17
3174,13,15
3175,15,10
3176,17,20
3177,12,16
3178,2,9
3179,2,12
3180,15,18
3181,16,18
3182,10,4
3183,15,18
3184,18,20
3185,12,4
3186,4,20
3187,12,20
3188,16,12
3189,9,20
3190,20,3
3191,16,13
3192,8,15
3193,16,12
3194,5,9
3195,15,13
3196,21,7
3197,10,4
3198,13,12
3199,12,14
3200,15,20
3201,15,8
3202,20,17
3203,6,15
3204,2,16
3205,16,6
3206,2,7
3207,1,12
3208,20,17
3209,2,20
3210,5,8
3211,18,16
3212,2,15
3213,4,20
3214,5,1
3215,16,11
3216,13,20
3217,16,5
3218,20,4
3219,3,14
3220,18,4
3221,17,8
3222,11,5
3223,16,5
3224,16,13
3225,13,20
3226,12,7
3227,17,6
3228,6,5
3229,5,11
3230,17,13
3231,2,12
3232,12,14
3233,15,20
3234,14,21
3235,4,18
3236,9,8
3237,1,7
3238,20,3
3239,17,20
3240,9,1
3241,2,21
3242,5,16
3243,12,16
3244,20,6
3245,16,17
3246,13,17
3247,17,2
3248,6,12
3249,14,2
3250,17,15
3251,5,17
3252,18,15
3253,11,6
3254,18,3
3255,5,20
3256,4,5
3257,17,20
3258,1,5
3259,11,10
3260,16,13
3261,6,5
3262,15,9
3263,2,8
3264,9,15
3265,8,16
3266,15,1
3267,6,0
3268,16,11
3269,16,4
3270,5,4
3271,15,4
3272,12,21
3273,2,15
3274,13,5
3275,15,5
3276,5,12
3277,20,6
3278,3,11
3279,4,8
3280,15,20
3281,17,5
3282,13,8
3283,7,4
3284,13,6
3285,4,2
3286,15,5
3287,15,1
3288,5,4
3289,16,15
3290,5,11
3291,20,2
3292,8,12
3293,1,20
3294,7,18
3295,2,17
3296,16,15
3297,6,11
3298,16,17
3299,7,0
3300,13,15
3301,20,5
3302,18,21
3303,16,12
3304,6,12
3305,10,16
3306,17,18
3307,10,15
3308,13,2
3309,15,16
3310,5,9
3311,6,12
3312,12,15
3313,6,12
3314,17,6
3315,5,17
3316,15,5
3317,16,12
3318,13,11
3319,18,20
3320,11,17
3321,12,21
3322,18,17
3323,16,7
3324,11,13
3325,12,4
3326,20,17
3327,5,1
3328,5,17
3329,6,11
3330,17,5
3331,5,17
3332,20,16
3333,6,15
3334,15,5
3335,18,16
3336,5,6
3337,15,2
3338,12,20
3339,14,6
3340,10,12
3341,7,6
3342,1,4
3343,12,5
3344,13,4
3345,16,12
3346,4,12
3347,20,6
3348,13,6
3349,4,18
3350,15,2
3351,4,12
3352,5,4
3353,12,3
3354,7,16
3355,2,1
3356,4,16
3357,20,5
3358,13,12
3359,12,8
3360,12,20
3361,1,20
3362,11,6
3363,5,14
3364,16,3
3365,14,5
3366,18,16
3367,15,12
3368,10,11
3369,20,5
3370,8,16
3371,14,17
3372,20,4
3373,16,17
3374,11,4
3375,20,15
3376,6,16
3377,5,17
3378,16,17
3379,1,17
3380,5,11
3381,20,6
3382,17,16
3383,6,17
3384,7,20
3385,17,1
3386,5,6
3387,7,17
3388,6,12
3389,5,6
3390,20,4
3391,13,17
3392,2,1
3393,13,15
3394,12,16
3395,6,2
3396,17,10
3397,13,20
3398,4,20
3399,6,17
3400,6,16
3401,6,20
3402,16,6
3403,5,12
3404,3,6
3405,5,6
3406,20,5
3407,10,4
3408,7,5
3409,17,3
3410,16,7
3411,12,4
3412,5,20
3413,15,6
3414,1,5
3415,17,4
3416,5,13
3417,20,15
3418,20,16
3419,20,5
3420,16,12
3421,5,16
3422,16,17
3423,3,5
3424,6,17
3425,3,11
3426,13,9
3427,2,5
3428,12,21
3429,4,5
3430,5,20
3431,16,17
3432,4,6
3433,0,6
3434,20,13
3435,12,4
3436,20,4
3437,6,5
3438,12,20
3439,7,21
3440,5,6
3441,18,6
3442,17,5
3443,20,14
3444,15,2
3445,4,16
3446,6,18
3447,12,15
3448,16,11
3449,15,6
3450,12,7
3451,12,20
3452,18,10
3453,17,18
3454,11,17
3455,11,13
3456,3,17
3457,20,11
3458,12,15
3459,0,12
3460,11,16
3461,12,2
3462,13,16
3463,5,6
3464,6,16
3465,16,15
3466,16,20
3467,15,12
3468,17,3
3469,1,12
3470,6,17
3471,17,5
3472,12,16
3473,13,15
3474,12,5
3475,8,16
3476,12,9
3477,6,13
3478,5,17
3479,16,5
3480,1,10
3481,16,18
3482,16,11
3483,7,6
3484,20,17
3485,17,21
3486,4,20
3487,4,12
3488,6,16
3489,6,15
3490,12,17
3491,15,13
3492,4,20
3493,17,16
3494,2,20
3495,6,11
3496,15,12
3497,4,12
3498,16,7
3499,1,8
3500,10,9
3501,8,5
3502,7,15
3503,5,9
3504,6,17
3505,4,5
3506,20,8
3507,9,20
3508,3,17
3509,1,14
3510,16,8
3511,8,6
3512,16,17
3513,5,2
3514,12,17
3515,12,13
3516,17,15
3517,10,9
3518,21,20
3519,4,16
3520,16,1
3521,17,4
3522,16,13
3523,6,5
3524,6,5
3525,16,20
3526,6,17
3527,16,15
3528,4,12
3529,6,5
3530,4,12
3531,11,3
3532,15,17
3533,4,16
3534,15,6
3535,5,15
3536,6,17
3537,6,12
3538,20,16
3539,5,12
3540,20,6
3541,6,16
3542,20,10
3543,8,10
3544,11,3
3545,5,16
3546,17,7
3547,10,13
3548,9,15
3549,16,4
3550,20,16
3551,5,15
3552,18,5
3553,11,15
3554,5,15
3555,13,20
3556,13,6
3557,5,19
3558,13,2
3559,21,5
3560,8,13
3561,15,6
3562,7,12
3563,20,6
3564,11,12
3565,13,16
3566,3,17
3567,17,12
3568,4,6
3569,16,20
3570,15,4
3571,12,16
3572,16,18
3573,5,10
3574,13,4
3575,18,11
3576,2,20
3577,3,12
3578,17,20
3579,14,6
3580,20,16
3581,10,15
3582,2,13
3583,13,20
3584,16,12
3585,20,16
3586,17,6
3587,13,5
3588,16,2
3589,7,18
3590,16,20
3591,15,4
3592,13,6
3593,7,2
3594,16,0
3595,16,15
3596,20,15
3597,20,18
3598,10,2
3599,12,20
3600,12,5
3601,11,12
3602,13,12
3603,5,7
3604,6,8
3605,5,12
3606,5,4
3607,12,17
3608,6,20
3609,4,16
3610,2,6
3611,8,6
3612,4,11
3613,12,1
3614,15,17
3615,16,18
3616,6,16
3617,15,11
3618,5,16
3619,14,2
3620,12,13
3621,12,16
3622,12,17
3623,15,16
3624,6,4
3625,17,10
3626,5,6
3627,4,3
3628,12,7
3629,7,12
3630,13,20
3631,17,15
3632,18,8
3633,18,6
3634,15,6
3635,6,16
3636,20,17
3637,0,12
3638,6,20
3639,6,15
3640,15,12
3641,16,5
3642,6,17
3643,20,5
3644,16,13
3645,1,16
3646,16,5
3647,4,20
3648,6,12
3649,16,8
3650,12,17
3651,15,2
3652,5,17
3653,16,11
3654,4,1
3655,13,6
3656,6,21
3657,20,15
3658,11,17
3659,17,2
3660,1,17
3661,17,1
3662,2,17
3663,12,2
3664,12,0
3665,5,20
3666,20,8
3667,7,9
3668,17,12
3669,11,15
3670,3,1
3671,16,5
3672,18,15
3673,6,20
3674,2,19
3675,1,3
3676,19,15
3677,20,17
3678,5,3
3679,8,15
3680,15,13
3681,11,13
3682,12,1
3683,0,12
3684,5,18
3685,13,17
3686,11,7
3687,6,4
3688,6,18
3689,1,2
3690,11,13
3691,16,2
3692,6,20
3693,10,17
3694,4,19
3695,20,18
3696,17,5
3697,21,12
3698,7,15
3699,7,11
3700,12,16
3701,16,12
3702,17,15
3703,20,16
3704,15,4
3705,20,1
3706,21,13
3707,20,6
3708,1,12
3709,5,12
3710,13,2
3711,4,3
3712,12,11
3713,5,13
3714,5,12
3715,20,11
3716,20,4
3717,3,4
3718,2,17
3719,15,21
3720,12,16
3721,8,16
3722,0,6
3723,4,16
3724,17,13
3725,1,15
3726,6,15
3727,6,1
3728,20,17
3729,20,1
3730,6,5
3731,13,5
3732,16,7
3733,12,11
3734,21,4
3735,12,10
3736,17,5
3737,16,20
3738,17,11
3739,17,15
3740,12,1
3741,14,4
3742,17,16
3743,5,4
3744,3,6
3745,17,12
3746,5,17
3747,16,13
3748,16,1
3749,13,17
3750,16,5
3751,17,16
3752,10,11
3753,2,17
3754,16,20
3755,21,5
3756,1,15
3757,12,4
3758,15,13
3759,12,20
3760,15,17
3761,16,2
3762,6,2
3763,5,12
3764,17,1
3765,6,16
3766,13,1
3767,6,20
3768,15,12
3769,16,6
3770,4,14
3771,16,7
3772,6,4
3773,12,20
3774,5,18
3775,9,18
3776,9,16
3777,17,15
3778,10,16
3779,2,8
3780,11,18
3781,21,16
3782,17,6
3783,12,5
3784,17,7
3785,7,16
3786,15,16
3787,13,5
3788,5,14
3789,4,6
3790,5,6
3791,9,12
3792,12,16
3793,16,15
3794,8,12
3795,12,4
3796,4,13
3797,17,6
3798,12,13
3799,6,12
3800,21,6
3801,4,1
3802,0,17
3803,1,3
3804,12,20
3805,3,15
3806,5,20
3807,13,12
3808,18,12
3809,10,13
3810,4,20
3811,5,1
3812,4,2
3813,12,5
3814,18,11
3815,13,8
3816,20,2
3817,5,17
3818,12,15
3819,5,15
3820,21,16
3821,12,16
3822,20,12
3823,5,14
3824,7,4
3825,6,12
3826,9,20
3827,19,12
3828,20,8
3829,4,11
3830,20,11
3831,10,13
3832,6,12
3833,17,13
3834,15,5
3835,12,15
3836,12,16
3837,17,4
3838,3,9
3839,5,20
3840,1,20
3841,11,10
3842,5,15
3843,17,13
3844,18,20
3845,1,16
3846,13,6
3847,3,16
3848,12,17
3849,9,18
3850,16,17
3851,13,12
3852,13,12
3853,20,13
3854,12,15
3855,2,16
3856,7,15
3857,12,17
3858,3,12
3859,17,4
3860,20,3
3861,20,7
3862,4,2
3863,2,17
3864,13,8
3865,17,5
3866,6,16
3867,15,8
3868,20,6
3869,15,12
3870,14,5
3871,20,13
3872,5,11
3873,2,3
3874,12,21
3875,6,17
3876,11,17
3877,3,7
3878,7,17
3879,5,6
3880,15,11
3881,18,5
3882,17,11
3883,9,16
3884,9,13
3885,17,20
3886,6,11
3887,16,17
3888,16,18
3889,12,7
3890,16,17
3891,16,18
3892,10,13
3893,21,6
3894,16,4
3895,5,16
3896,5,18
3897,11,18
3898,6,17
3899,17,4
3900,3,11
3901,7,6
3902,0,7
3903,5,7
3904,5,11
3905,13,17
3906,17,16
3907,20,16
3908,12,6
3909,15,5
3910,5,15
3911,16,1
3912,18,5
3913,15,17
3914,10,18
3915,17,4
3916,15,4
3917,9,12
3918,7,17
3919,20,12
3920,16,20
3921,12,15
3922,9,17
3923,12,3
3924,20,16
3925,4,3
3926,6,5
3927,13,17
3928,7,3
3929,6,5
3930,4,8
3931,20,5
3932,4,5
3933,0,20
3934,16,20
3935,12,15
3936,20,8
3937,17,8
3938,6,12
3939,1,20
3940,4,13
3941,13,16
3942,5,3
3943,15,13
3944,4,9
3945,17,12
3946,10,11
3947,4,6
3948,18,2
3949,15,5
3950,8,16
3951,12,18
3952,6,16
3953,16,12
3954,17,16
3955,19,3
3956,15,17
3957,18,2
3958,15,12
3959,6,16
3960,5,16
3961,17,6
3962,15,12
3963,20,21
3964,4,20
3965,16,13
3966,20,12
3967,5,16
3968,16,8
3969,16,7
3970,6,2
3971,5,17
3972,5,12
3973,2,16
3974,21,1
3975,17,12
3976,3,20
3977,12,16
3978,12,16
3979,13,8
3980,13,12
3981,20,7
3982,17,7
3983,2,18
3984,20,6
3985,12,6
3986,4,2
3987,12,5
3988,17,4
3989,17,6
3990,21,16
3991,10,4
3992,18,4
3993,11,2
3994,20,10
3995,20,16
3996,20,7
3997,20,7
3998,9,16
3999,11,6
4000,17,6
4001,6,15
4002,10,9
4003,16,10
4004,13,4
4005,12,7
4006,12,4
4007,5,4
4008,16,5
4009,5,9
4010,17,11
4011,16,5
4012,5,9
4013,18,15
4014,20,7
4015,15,18
4016,2,16
4017,17,16
4018,11,16
4019,11,5
4020,2,17
4021,17,15
4022,3,1
4023,15,8
4024,16,17
4025,13,2
4026,12,21
4027,13,15
4028,16,20
4029,2,5
4030,15,18
4031,12,7
4032,20,8
4033,19,20
4034,11,13
4035,8,17
4036,16,18
4037,18,16
4038,13,12
4039,17,16
4040,20,12
4041,4,12
4042,16,6
4043,17,4
4044,17,16
4045,10,16
4046,6,18
4047,13,12
4048,12,16
4049,13,5
4050,16,5
4051,13,5
4052,15,12
4053,5,12
4054,16,1
4055,4,0
4056,6,16
4057,6,8
4058,12,15
4059,12,20
4060,1,12
4061,16,17
4062,6,5
4063,0,5
4064,5,4
4065,17,18
4066,4,2
4067,15,9
4068,17,11
4069,9,1
4070,5,20
4071,19,15
4072,16,18
4073,18,12
4074,9,5
4075,2,21
4076,4,3
4077,6,5
4078,6,7
4079,12,11
4080,4,12
4081,6,3
4082,17,13
4083,1,4
4084,12,18
4085,6,17
4086,16,17
4087,6,5
4088,17,18
4089,17,5
4090,20,12
4091,13,20
4092,18,12
4093,6,13
4094,17,6
4095,12,16
4096,4,17
4097,6,15
4098,20,15
4099,18,17
4100,12,16
4101,12,3
4102,20,13
4103,7,10
4104,16,2
4105,5,20
4106,3,16
4107,11,0
4108,12,15
4109,16,9
4110,1,10
4111,6,15
4112,8,6
4113,4,3
4114,16,20
4115,17,8
4116,2,6
4117,16,17
4118,16,13
4119,8,13
4120,5,4
4121,17,6
4122,15,4
4123,16,5
4124,10,4
4125,12,11
4126,13,3
4127,12,17
4128,13,20
4129,10,16
4130,15,1
4131,13,20
4132,14,9
4133,9,6
4134,6,2
4135,12,13
4136,9,20
4137,17,16
4138,20,4
4139,8,7
4140,11,15
